codigo_do_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
KUHN11,KUHN DO BRASIL  S.A.  IMPLEMENTOS AGRICOLAS,001,001,-,Excluído,BRKUHNDBS002,DISPENSA ICVM 476/09,2014-10-09,,,2014-08-20,2015-08-20,21/08/2015 - VENCIMENTO,2015-08-20,2014-08-20,2014-10-10,-,AGE,2014-08-01,,,Escritural,Quirografária,Simples,50000,,,000000000000,000000000000,000000050000,,,000000000000,,000000000000,R$,1000,1000,2015-08-20,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.3,252,0006,MES,2015-02-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BRADESCO KIRTON CTVM S/A,06216625000171,N,n,N,2026-06-10,debêntures___características_de_emissões,,23724f881a5af3cfcf7da415
KUHN21,KUHN DO BRASIL  S.A.  IMPLEMENTOS AGRICOLAS,002,001,-,Excluído,BRKUHNDBS010,DISPENSA ICVM 476/09,2014-10-09,,,2014-08-20,2017-08-20,23/08/2016 - RESGATE TOTAL ANTECIPADO,2017-08-20,2014-08-20,2014-10-10,-,AGE,2014-08-01,,,Escritural,Quirografária,Simples,80000,,,000000000000,000000000000,000000040000,,,000000000000,,000000000000,R$,1000,1000,2016-08-22,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.7,252,0006,MES,2015-02-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BRADESCO KIRTON CTVM S/A,06216625000171,N,n,S,2026-06-10,debêntures___características_de_emissões,,9a1ed1980dc859dd2f3e50d5
LAGO11,PORTHAL DO LAGO S/A,001,001,-,Excluído,BRLAGODBS010,SEP/GER/DEB - 96/108,1996-09-23,,,1996-09-01,1999-09-01,01/08/2001 - VENCIMENTO,2001-08-01,1996-09-01,1996-09-24,-,AGE,1996-08-08,,,Nominativa,Subordinada,Simples,6600,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Ano,,REC. DA VENDA DO EMPREENDIMENTO PORTAL DO LAGO,BANCO BANESTADO  S/A,OMAR CAMARGO CCV LTDA.,,BANESTADO CVM S/A,01376634000106,N,n,,2026-06-10,debêntures___características_de_emissões,,0cdde84f8757a2f519749170
LAGO21,PORTHAL DO LAGO S/A,002,001,-,Excluído,BRLAGODBS028,SEP/GER/DEB - 96/109,1996-09-23,,,1996-09-01,2000-03-01,01/08/2001 - VENCIMENTO,2001-08-01,1996-09-01,1996-09-24,-,AGE,1996-08-08,,,Nominativa,Subordinada,Simples,2700,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Ano,,REC. DA VENDA DO EMPREENDIMENTO PORTAL DO LAGO,BANCO BANESTADO  S/A,OMAR CAMARGO CCV LTDA.,,BANESTADO CVM S/A,01376634000106,N,n,,2026-06-10,debêntures___características_de_emissões,,19e03ea25384897bf8a49916
LAGO31,PORTHAL DO LAGO S/A,003,001,-,Excluído,BRLAGODBS036,SEP/GER/DEB - 96/110,1996-09-23,,,1996-09-01,2000-09-01,30/08/2001 - VENCIMENTO,2001-08-30,1996-09-01,1996-09-24,-,AGE,1996-08-08,,,Nominativa,Subordinada,Simples,2700,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Ano,,REC. DA VENDA DO EMPREENDIMENTO PORTAL DO LAGO,BANCO BANESTADO  S/A,OMAR CAMARGO CCV LTDA.,,BANESTADO CVM S/A,01376634000106,N,n,,2026-06-10,debêntures___características_de_emissões,,ab83de7ddc89ed002493a30e
LAME10,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,010,-,Excluído,BRLAMEDBS0D0,DISPENSA ICVM 476/09,2016-11-22,,,2016-11-21,2019-11-21,,2019-11-21,2016-11-21,2016-11-23,-,RCA,2016-10-20,,,Escritural,Quirografária,Simples,30000,,,000000000000,000000000000,000000030000,,,000000000000,,000000000000,R$,10000,10000,2019-11-21,DI,,Padrão - SND,,-,,112,0,-,-,,-,-,,-,-,-,,,0006,MES,2017-05-21,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO ITAU-BBA S/A,00776574000660,N,,S,2026-06-10,debêntures___características_de_emissões,,7823abfd64c783216d3841a7
LAME12,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,001,002,Não,Excluído,BRLAMEDBS001,CVM/SRE/DEB-2004/004,2004-01-29,,,2004-01-01,2007-01-01,04/01/2012 - VENCIMENTO,2012-01-04,2004-01-01,2004-02-02,-,RCA,2003-11-25,RCA,2004-01-29,Escritural,Subordinada,Simples,10000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2012-01-03,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,33.3333,0012,MES,2009-01-01,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2.8,252,0006,MES,2004-07-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,00776574000660,N,n,,2026-06-10,debêntures___características_de_emissões,,1878ba9d7003881e6adf984d
LAME13,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,003,Não,Excluído,BRLAMEDBS027,CVM/SRE/DEB-2007/005,2007-04-20,,,2007-04-01,2013-04-01,30/03/2013 - .,2013-04-01,2007-04-01,2007-04-24,-,RCA,2007-04-09,RCA,2007-04-19,Escritural,Quirografária,Simples,23460,0,460,000000023460,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,3333.333334,2013-04-01,DI,Integrante de Juros,Padrão - SND,,DU,,104.4,0,-,-,,33.3333,0012,MES,2011-04-01,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2007-10-01,-,Linear,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,eb2717352c354ede504760cb
LAME14,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,004,-,Excluído,BRAMERDBS016,DISPENSA ICVM 476/09,2011-09-13,,,2011-09-05,2024-06-25,,2024-06-25,2011-09-05,,-,RCA,2011-09-05,AGE,2021-06-10,Escritural,Flutuante,Simples,50000,,,000000000000,000000000000,000000050000,000000000000,,000000000000,,000000000000,R$,10000,9000,2021-09-29,DI,Integrante de Juros,Padrão - SND,,-,,117.5,0,-,-,,-,0012,MES,2022-06-25,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2018-06-25,-,-,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DTVM LTDA,BANCO BRADESCO S/A,,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,b054ea27ccfdfb674ade9464
LAME16,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,001,006,-,Excluído,BRLAMEDBS043,DISPENSA ICVM 476/09,2012-01-30,,,2012-01-26,2018-01-26,29/01/2018 - VENCIMENTO,2018-01-26,2012-01-26,,-,RCA,2012-01-18,,,Escritural,Quirografária,Simples,30000,,,000000000000,000000000000,000000030000,000000000000,,000000000000,,000000000000,R$,10000,10000,2018-01-26,DI,Integrante de Juros,Padrão - SND,,-,,112,0,-,-,,-,-,,-,-,-,,,0006,MES,2016-01-26,-,-,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM SA,BANCO BRADESCO S/A,BB BCO DE INVESTIMENTO S/A,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,a62f9889aabc174eb186af9f
LAME17,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,001,007,-,Excluído,BRLAMEDBS068,DISPENSA ICVM 476/09,2012-12-20,,,2012-12-21,2017-12-21,22/12/2017 - VENCIMENTO,2017-12-21,2012-12-21,,-,RCA,2012-12-13,,,Escritural,Quirografária,Simples,30000,,,000000000000,000000000000,000000030000,000000000000,,000000000000,,000000000000,R$,10000,5000,2017-12-21,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,50,0012,MES,2016-12-21,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.03,252,0012,MES,2013-12-21,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BB BCO DE INVESTIMENTO S/A,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,a06439cc6200be3abd46b913
LAME18,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,001,008,-,Excluído,BRLAMEDBS084,DISPENSA ICVM 476/09,2013-07-23,,,2013-07-15,2018-07-15,17/07/2018 - VENCIMENTO,2018-07-15,2013-07-15,2013-07-24,-,RCA,2013-06-18,,,Escritural,Quirografária,Simples,15460,,,000000000000,000000000000,000000015460,,,000000000000,,000000000000,R$,10000,5000,2018-07-13,DI,Integrante de Juros,Padrão - SND,,-,,112,0,-,-,,50,0012,MES,2017-07-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2014-01-15,-,-,,,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,9f6822e5813e2aeee3847247
LAME19,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,001,009,-,Excluído,BRAMERDBS024,DISPENSA ICVM 476/09,2014-06-26,,,2014-06-25,2024-06-25,,2024-06-25,2014-06-25,2014-06-27,-,RCA,2014-06-16,AGE,2021-06-10,Escritural,Quirografária,Simples,70000,,,000000000000,000000000000,000000065853,000000003347,,000000000000,,000000000000,R$,10000,9500,2023-01-05,DI,,Padrão - SND,,-,,117.5,0,-,-,,-,0012,MES,2022-06-25,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2014-12-25,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BB BCO DE INVESTIMENTO S/A,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,cef3f1b3a2e43e805989dd44
LAME22,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,002,002,Não,Excluído,BRLAMEDBS019,CVM/SRE/DEB-2004/005,2004-01-29,,,2004-01-01,2009-01-01,04/01/2012 - VENCIMENTO,2012-01-04,2005-10-03,2004-02-02,-,RCA,2003-11-25,RCA,2004-01-29,Escritural,Subordinada,Simples,10000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2012-01-03,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,33.3333,0012,MES,2009-01-01,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2.8,252,0006,MES,2006-01-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,00776574000660,N,n,,2026-06-10,debêntures___características_de_emissões,,31c6f6464aee7d7c171f62ec
LAME26,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,002,006,-,Excluído,BRLAMEDBS050,DISPENSA ICVM 476/09,2012-01-30,,,2012-01-26,2018-01-26,29/01/2018 - VENCIMENTO,2018-01-26,2012-01-26,,-,RCA,2012-01-18,,,Escritural,Quirografária,Simples,20000,,,000000000000,000000000000,000000020000,000000000000,,000000000000,,000000000000,R$,10000,10000,2018-01-26,DI,Integrante de Juros,Padrão - SND,,-,,112,0,-,-,,-,-,,-,-,-,,,0006,MES,2016-01-26,-,-,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM SA,BANCO BRADESCO S/A,BB BCO DE INVESTIMENTO S/A,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,8623a52ce228b2d4a7e90dbb
LAME27,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,002,007,-,Excluído,BRLAMEDBS076,DISPENSA ICVM 476/09,2012-12-20,,,2012-12-21,2022-12-21,,2022-12-21,2012-12-21,,-,RCA,2012-12-13,,,Escritural,Quirografária,Simples,35000,,,000000000000,000000000000,000000035000,000000000000,,000000000000,,000000000000,R$,10000,10000,2021-01-28,DI,Integrante de Juros,Padrão - SND,,-,,114.5,0,-,-,,50,0012,MES,2021-12-21,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2017-12-21,-,-,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BB BCO DE INVESTIMENTO S/A,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,d3d89d11a12740c8ae0dda35
LAME28,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,002,008,-,Excluído,BRLAMEDBS092,DISPENSA ICVM 476/09,2013-07-23,,,2013-07-15,2019-07-15,26/07/2017 - RESGATE TOTAL ANTECIPADO,2019-07-15,2013-07-15,2013-07-24,-,RCA,2013-06-18,,,Escritural,Quirografária,Simples,4540,,,000000000000,000000000000,000000004540,,,000000000000,,000000000000,R$,10000,10000,2017-07-25,DI,Integrante de Juros,Padrão - SND,,-,,112.55,0,-,-,,50,0012,MES,2018-07-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2014-07-15,-,-,,,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,882a788fef342f981fd66cf3
LAME29,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,002,009,-,Excluído,BRLAMEDBS0C2,DISPENSA ICVM 476/09,2014-06-27,,,2014-06-25,2021-06-25,,2021-06-25,2014-06-25,2014-06-30,-,RCA,2014-06-16,,,Escritural,Quirografária,Simples,25000,,,000000000000,000000000000,000000023172,000000001578,,000000000000,,000000000000,R$,10000,2500,2021-06-25,DI,,Padrão - SND,,-,,113,0,-,-,,25,0012,MES,2018-06-25,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0012,MES,2015-06-25,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BB BCO DE INVESTIMENTO S/A,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,95cf122eba1b42dfab3b7673
LAME38,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,003,008,-,Excluído,BRLAMEDBS0A6,DISPENSA ICVM 476/09,2013-07-23,,,2013-07-15,2021-07-15,,2021-07-15,2013-07-15,2013-07-24,-,RCA,2013-06-18,,,Escritural,Quirografária,Simples,20000,,,000000000000,000000000000,000000020000,,,000000000000,,000000000000,R$,10000,3612.29118,2021-07-15,IPCA,Correção Monetária,Padrão - SND,15,-,,-,0,-,-,,33.33,0012,MES,2019-07-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,6.39,252,0012,MES,2014-07-15,Útil,Exponencial,,,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,00776574000660,N,n,S,2026-06-10,debêntures___características_de_emissões,,2b1f1d8d663eb4c3ac09fec9
LAMEA1,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,001,011,-,Excluído,BRAMERDBS032,DISPENSA ICVM 476/09,2017-04-27,,,2017-04-15,2022-04-15,,2022-04-15,2017-04-15,2017-04-28,-,RCA,2017-04-07,RCA,2017-04-13,Escritural,Quirografária,Simples,126335,,,000000000000,000000000000,000000074433,000000050897,,000000000000,,000000000000,R$,10000,5000,2021-09-29,DI,,Padrão - SND,,-,,115,0,-,-,,50,0012,MES,2021-04-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2017-10-15,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO SANTANDER (BRASIL) S/A,00776574000660,N,,S,2026-06-10,debêntures___características_de_emissões,,586522ceea3b0f6e2ca4ce3e
LAMEA2,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,012,-,Excluído,BRAMERDBS040,DISPENSA ICVM 476/09,2018-05-02,,,2018-04-20,2023-04-20,,2023-04-20,2018-05-03,2018-05-03,-,RCA,2018-04-03,RCA,2018-04-20,Escritural,Quirografária,Simples,100000,,,000000000000,000000000000,000000018683,000000067822,,000000000000,,000000000000,R$,10000,10000,2023-04-20,DI,,Padrão - SND,,-,,116,0,-,-,,-,-,,-,-,-,,,0006,MES,2018-10-20,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,00776574000660,N,,S,2026-06-10,debêntures___características_de_emissões,,a1e07ba51607842fc80f1f1e
LAMEA3,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,013,-,Excluído,BRAMERDBS057,DISPENSA ICVM 476/09,2019-01-31,,,2019-01-10,2026-01-10,,2026-01-10,2019-02-01,2019-02-01,-,RCA,2018-12-11,RCA,2019-01-18,Escritural,Quirografária,Simples,100000,,,000000000000,000000000000,000000020895,000000072187,,000000000000,,000000000000,R$,10000,10000,2024-07-11,DI,,Padrão - SND,,-,,116.7,0,-,-,,-,-,,-,-,-,,,0006,MES,2019-07-10,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,00776574000660,N,,S,2026-06-10,debêntures___características_de_emissões,,240b65a575ecc7db3ef89854
LAMEA4,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,014,-,Excluído,BRAMERDBS065,DISPENSA ICVM 476/09,2020-05-21,,,2020-05-18,2023-05-18,,2023-05-18,2020-05-22,2020-05-22,-,RCA,2020-05-15,AGE,2021-06-10,Escritural,Quirografária,Simples,50000,,,000000000000,000000000000,000000050000,,,000000000000,,000000000000,R$,10000,10000,2023-05-18,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,3,252,0006,MES,2020-11-18,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,00776574000660,N,,N,2026-06-10,debêntures___características_de_emissões,,5bfc444a53a160d126c3e8d3
LAMEA5,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,015,-,Excluído,BRAMERDBS073,DISPENSA ICVM 476/09,2020-06-03,,,2020-06-02,2023-06-02,,2023-06-02,2020-06-03,2020-06-03,-,RCA,2020-05-29,AGE,2021-06-10,Escritural,Quirografária,Simples,50000,,,000000000000,000000000000,000000050000,,,000000000000,,000000000000,R$,10000,10000,2023-06-02,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,3,252,0006,MES,2020-12-02,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,00776574000660,N,,N,2026-06-10,debêntures___características_de_emissões,,aa9d69a139664d41fda1fe5a
LAMEA6,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,016,-,Excluído,BRAMERDBS081,DISPENSA ICVM 476`09,2020-10-13,,,2020-09-15,2029-07-25,,2029-07-25,2020-10-06,2020-10-13,-,RCA,2020-09-30,AGE,2021-06-10,Escritural,Quirografária,Simples,3100000,,,000002814509,000000000000,,000000279259,,000000000000,,000000000000,R$,1000,1000,2026-06-10,TR,,Não Padrão - SND,,-,,-,0,-,,,-,-,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BCO BTG PACTUAL S/A,00776574000660,S,,N,2026-06-10,debêntures___características_de_emissões,,16241360a370aee1795e861d
LAMEA7,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,017,-,Excluído,BRAMERDBS099,DISPENSA ICVM 476/09,2022-07-07,,,2022-07-08,2033-07-15,,2033-07-15,2022-07-08,2022-06-27,-,RCA,2022-07-01,RCA,2022-06-17,Escritural,Quirografária,Simples,200000,,,000000000000,000000000000,000000200000,,,000000000000,,000000000000,R$,10000,10000,2026-06-10,DI,,Padrão - SND,,DU,,100,0,-,-,,-,0012,MES,2031-07-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.75,UTI,0006,MES,2023-01-15,-,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU CV S/A,BCO BTG PACTUAL S/A,00776574000660,N,,S,2026-06-10,debêntures___características_de_emissões,,b90a4c29e9710702be6b5cf8
LAMEA8,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,UNI,018,-,Excluído,BRAMERDBS0A0,DISPENSA ICVM 476/09,2022-10-20,,,2022-10-20,2027-10-20,,2027-10-20,2022-11-11,2022-10-11,-,RCA,2022-10-06,,,Escritural,Flutuante,Simples,100000,,,000000000000,000000000000,000000100000,,,000000000000,,000000000000,R$,10000,10000,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.55,252,0006,MES,2023-04-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,VORTX DTVM LTDA.,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,00776574000660,N,,S,2026-06-10,debêntures___características_de_emissões,,5e49931d7527a90043e917f5
LAMEB1,AMERICANAS S.A. - EM RECUPERACAO JUDICIAL,002,011,-,Excluído,BRLAMEDBS0F5,DISPENSA ICVM 476/09,2017-04-27,,,2017-04-15,2024-04-15,,2024-04-15,2017-04-15,2017-04-28,-,RCA,2017-04-07,RCA,2017-04-13,Escritural,Quirografária,Simples,23665,,,000000000000,000000000000,000000023665,,,000000000000,,000000000000,R$,10000,11338.3973,2020-12-03,IPCA,,Padrão - SND,15,-,,-,0,-,-,,50,0012,MES,2023-04-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,7.0972,252,0012,MES,2018-04-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO SANTANDER (BRASIL) S/A,00776574000660,N,,S,2026-06-10,debêntures___características_de_emissões,,0cb643429b51d27d203a5a45
LAMS11,LINHA AMARELA S/A - LAMSA,UNI,001,-,Excluído,BRLMSADBS001,DISPENSA ICVM 476/09,2012-01-09,,,2012-01-10,2013-01-04,10/07/2012 - RESGATE TOTAL ANTECIPADO,2012-07-10,2012-01-01,2012-01-10,-,AGE,2011-12-21,,,Escritural,Quirografária,Simples,18000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,,DI,Integrante de Juros,Padrão - SND,00,DU,,107.5,0,-,-,,0,0000,,-,-,-,0,000,0360,DIA,2013-01-04,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,BRL TRUST DTVM SA,BANCO BRADESCO S/A,BB BCO DE INVESTIMENTO S/A,00974211000125,N,n,,2026-06-10,debêntures___características_de_emissões,,2d1dece30adaba92c70f03bf
LANO11,GESTAMP EOLICA LAGOA NOVA  S.A.,UNI,001,-,Excluído,BRLANODBS008,DISPENSA ICVM 476/09,2014-07-16,,,2014-06-27,2018-09-18,30/08/2018 - RESGATE TOTAL ANTECIPADO,2018-09-18,2014-07-17,2014-07-17,-,AGE,2014-07-01,,,Escritural,Quirografária,Simples,112500,,,000000000000,000000000000,000000112500,,,000000000000,,000000000000,R$,1000,82.484129,2018-08-29,DI,,Não Padrão - SND,,-,,100,0,-,1.5% a.a 252 dias,,-,-,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM SA,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,12851098000170,N,n,S,2026-06-10,debêntures___características_de_emissões,,b5ceecfd5ac9bb4e7c122797
