data_captura,data_referencia,codigo_ativo_objeto,total_series,posicao_aberta_call,posicao_aberta_put,posicao_aberta_total,put_call_ratio,posicao_coberta,posicao_descoberta,posicao_trava,strike_max_oi_call,strike_max_oi_put
2026-09-13,2026-09-02,NASD,8,26850,59930,86780,2.232,3500,76280,7000,23.0,21.25
2026-09-13,2026-09-02,GFSA,38,57451,27660,85111,0.4815,34850,45441,4820,0.99,0.74
2026-09-13,2026-09-02,TSLA,35,52060,30470,82530,0.5853,14500,46100,21930,65.0,48.0
2026-09-13,2026-09-02,TSMC,8,40200,33800,74000,0.8408,400,61600,12000,275.43,275.43
2026-09-13,2026-09-02,LAVV,26,25900,45000,70900,1.7375,11500,58800,600,10.51,10.01
2026-09-13,2026-09-02,DASA,14,23200,33000,56200,1.4224,5300,40600,10300,3.2,3.2
2026-09-13,2026-09-02,LOGG,28,18000,33000,51000,1.8333,4800,45700,500,27.6,27.09
2026-09-13,2026-09-02,BITH,1,50000,0,50000,0.0,50000,0,0,92.5,0.0
2026-09-13,2026-09-02,COCA,4,15960,22480,38440,1.4085,0,38440,0,77.14,76.14
2026-09-13,2026-09-02,MCDC,2,36670,0,36670,0.0,590,36080,0,68.68,0.0
2026-09-13,2026-09-02,BEEM,3,20200,10100,30300,0.5,0,10100,20200,58.72,56.72
2026-09-13,2026-09-02,ITLC,10,15340,14840,30180,0.9674,10400,7640,12140,88.0,65.0
2026-09-13,2026-09-02,HBSA,5,28000,1500,29500,0.0536,5100,23400,1000,4.26,3.26
2026-09-13,2026-09-02,BERK,3,12260,17000,29260,1.3866,0,29260,0,137.0,131.0
2026-09-13,2026-09-02,AAPL,13,17170,4610,21780,0.2685,3710,7570,10500,78.65,57.95
2026-09-13,2026-09-02,NFLX,2,17000,0,17000,0.0,0,600,16400,8.2,0.0
2026-09-13,2026-09-02,PTBL,4,9400,2300,11700,0.2447,8700,2600,400,3.0,3.0
2026-09-13,2026-09-02,BABA,3,0,4870,4870,0.0,0,4870,0,0.0,70.49
2026-09-13,2026-09-02,SEQL,1,0,3500,3500,0.0,0,3500,0,0.0,0.1
2026-09-13,2026-09-02,AERI,2,3000,200,3200,0.0667,2900,300,0,7.0,1.9
2026-09-13,2026-09-02,A1MD,6,2950,0,2950,0.0,1930,1020,0,340.0,0.0
2026-09-13,2026-09-02,IFCM,5,787,1100,1887,1.3977,7,1880,0,1958.95,1.2
2026-09-13,2026-09-02,PASS,1,0,1000,1000,0.0,0,1000,0,0.0,22.5
2026-09-13,2026-09-02,ENJU,2,600,0,600,0.0,600,0,0,4.8,0.0
2026-09-13,2026-09-02,ESPA,1,260,0,260,0.0,260,0,0,9.6,0.0
2026-09-13,2026-09-03,PETR,2688,501957800,525106300,1027064100,1.0461,26008628,638384488,362670984,36.67,36.67
2026-09-13,2026-09-03,BBAS,1542,458380500,368888500,827269000,0.8048,17294100,523508400,286466500,17.45,17.45
2026-09-13,2026-09-03,BOVA,2129,253761435,314703946,568465381,1.2402,452096,282074850,285938435,176.0,176.0
2026-09-13,2026-09-03,BBDC,1237,202719700,140511300,343231000,0.6931,44744000,181322500,117164500,19.2,19.2
2026-09-13,2026-09-03,ITUB,1398,165337690,136041464,301379154,0.8228,20068494,154772781,126537879,44.53,44.53
2026-09-13,2026-09-03,VALE,1717,165830500,133815000,299645500,0.8069,9468367,163309833,126867300,80.39,78.39
2026-09-13,2026-09-03,B3SA,756,84330200,70437300,154767500,0.8353,11070000,52077600,91619900,20.21,20.21
2026-09-13,2026-09-03,CSAN,744,91484000,61777200,153261200,0.6753,6807200,83375200,63078800,4.0,7.3
2026-09-13,2026-09-03,ITSA,543,85902403,61768210,147670613,0.7191,15358714,109151282,23160617,13.81,13.81
2026-09-13,2026-09-03,BEEF,469,78700900,60659000,139359900,0.7708,9106000,79621200,50632700,3.87,3.87
2026-09-13,2026-09-03,MGLU,917,57169108,54365415,111534523,0.951,4492441,53577749,53464333,11.05,4.25
2026-09-13,2026-09-03,IBOV,712,68327508,41091253,109418761,0.6014,0,26073981,83344780,210000.0,155000.0
2026-09-13,2026-09-03,ABEV,442,65014800,44344900,109359700,0.6821,7254600,60492900,41612200,16.55,16.55
2026-09-13,2026-09-03,COGN,507,50612576,44641455,95254031,0.882,7992709,53835335,33425987,2.19,2.19
2026-09-13,2026-09-03,UGPA,277,39164900,37594100,76759000,0.9599,353600,69560000,6845400,27.5,27.5
2026-09-13,2026-09-03,AXIA,771,38677950,35760190,74438140,0.9246,1478570,44231340,28728230,56.0,56.0
2026-09-13,2026-09-03,MOTV,135,37298800,36589900,73888700,0.981,99400,67536000,6253300,16.7,16.7
2026-09-13,2026-09-03,WEGE,948,44594300,29111400,73705700,0.6528,2848200,39161800,31695700,56.94,39.87
2026-09-13,2026-09-03,SUZB,864,39713200,27163300,66876500,0.684,2327000,40615800,23933700,53.63,41.88
2026-09-13,2026-09-03,CSNA,631,29102900,37363900,66466800,1.2839,2450200,33234100,30782500,7.45,7.04
2026-09-13,2026-09-03,PRIO,994,36821800,25710600,62532400,0.6982,1558100,26295800,34678500,70.0,59.0
2026-09-13,2026-09-03,RENT,803,37401900,24826000,62227900,0.6638,4952500,29240700,28034700,40.81,37.63
2026-09-13,2026-09-03,GGBR,589,31634100,30374700,62008800,0.9602,2585200,40510400,18913200,27.62,25.37
2026-09-13,2026-09-03,BPAC,813,32380716,29195988,61576704,0.9016,2250069,37722801,21603834,50.55,50.55
2026-09-13,2026-09-03,SMAL,551,34940075,24660782,59600857,0.7058,108180,35835650,23657027,124.0,97.0
2026-09-13,2026-09-03,SBSP,574,30764692,28340494,59105186,0.9212,443061,35827629,22834496,26.68,26.68
2026-09-13,2026-09-03,BBSE,769,26761500,32020300,58781800,1.1965,2816800,32964200,23000800,39.77,38.7
2026-09-13,2026-09-03,EQTL,566,31069000,24886600,55955600,0.801,359800,18328500,37267300,36.99,34.24
2026-09-13,2026-09-03,USIM,694,25808300,24414500,50222800,0.946,1773100,22105900,26343800,8.6,7.4
2026-09-13,2026-09-03,LREN,526,24237450,25734068,49971518,1.0617,1329000,32970560,15671958,11.12,11.12
2026-09-13,2026-09-03,POMO,296,22787233,25252265,48039498,1.1082,732782,40222563,7084153,4.61,4.61
2026-09-13,2026-09-03,MRVE,493,21936400,25039000,46975400,1.1414,2021534,27094266,17859600,4.65,4.65
2026-09-13,2026-09-03,CPLE,245,12427900,34032100,46460000,2.7384,754800,33868600,11836600,16.05,13.8
2026-09-13,2026-09-03,VAMO,299,23662300,22359400,46021700,0.9449,1709000,35410200,8902500,3.86,2.66
2026-09-13,2026-09-03,CMIG,380,22316900,23644900,45961800,1.0595,3202700,28184800,14574300,11.36,9.96
2026-09-13,2026-09-03,ALOS,410,25385900,20069600,45455500,0.7906,7380600,30773400,7301500,28.05,26.55
2026-09-13,2026-09-03,VBBR,417,33891029,11304778,45195807,0.3336,718992,26900486,17576329,37.08,34.55
2026-09-13,2026-09-03,MBRF,331,14493156,28541980,43035136,1.9693,731592,28810608,13492936,19.98,13.98
2026-09-13,2026-09-03,EGIE,305,20244478,21592502,41836980,1.0666,499736,36302799,5034445,31.96,31.96
2026-09-13,2026-09-03,RAIL,238,22692300,18625900,41318200,0.8208,355900,20716900,20245400,16.08,13.08
2026-09-13,2026-09-03,ENEV,293,29295700,10592700,39888400,0.3616,498300,23994800,15395300,29.0,25.5
2026-09-13,2026-09-03,CSMG,395,19957400,18865400,38822800,0.9453,3830900,24208100,10783800,40.02,25.02
2026-09-13,2026-09-03,HAPV,501,20834022,17228944,38062966,0.827,786422,22518813,14757731,7.1,7.1
2026-09-13,2026-09-03,CYRE,527,19452800,17770500,37223300,0.9135,688500,19899200,16635600,25.25,25.25
2026-09-13,2026-09-03,RADL,338,13793638,22855899,36649537,1.657,231659,17365348,19052530,22.24,17.52
2026-09-13,2026-09-03,BRAV,479,20133400,15393100,35526500,0.7646,864000,23597800,11064700,25.48,20.38
2026-09-13,2026-09-03,RDOR,336,24041500,11055600,35097100,0.4599,592900,19690100,14814100,23.56,23.56
2026-09-13,2026-09-03,EMBJ,982,17271500,16971800,34243300,0.9826,389300,14408400,19445600,84.57,100.07
2026-09-13,2026-09-03,BOVV,68,16957066,13129737,30086803,0.7743,4672,27402515,2679616,184.0,184.0
2026-09-13,2026-09-03,MOVI,317,17750900,11858400,29609300,0.668,399700,25482100,3727500,17.84,11.84
2026-09-13,2026-09-03,BRKM,404,7775600,21725200,29500800,2.794,774500,19283900,9442400,8.0,3.45
2026-09-13,2026-09-03,ASAI,245,12089500,12707300,24796800,1.0511,174000,18938100,5684700,9.3,9.3
2026-09-13,2026-09-03,RAIZ,53,15303500,7372000,22675500,0.4817,2492500,19118600,1064400,1.5,2.0
2026-09-13,2026-09-03,GOAU,203,13332455,8651646,21984101,0.6489,2964305,13657163,5362633,10.61,10.61
2026-09-13,2026-09-03,ROXO,239,11063640,10552530,21616170,0.9538,1709690,8887260,11019220,14.5,12.5
2026-09-13,2026-09-03,NATU,291,8483000,12744000,21227000,1.5023,405600,13875200,6946200,8.0,8.0
2026-09-13,2026-09-03,ONCO,76,10851700,9815700,20667400,0.9045,198900,18212000,2256500,1.48,1.48
2026-09-13,2026-09-03,BRAP,344,10403400,7315600,17719000,0.7032,1545900,7909800,8263300,23.7,23.7
2026-09-13,2026-09-03,CVCB,207,13831000,3421900,17252900,0.2474,1885300,7238500,8129100,1.5,2.0
2026-09-13,2026-09-03,MULT,253,7920500,9238000,17158500,1.1663,59900,13242000,3856600,30.15,30.15
2026-09-13,2026-09-03,KLBN,239,7497230,8936922,16434152,1.192,903836,7058033,8472283,18.88,17.39
2026-09-13,2026-09-03,TAEE,457,8416400,7254700,15671100,0.862,656700,10449700,4564700,40.1,40.1
2026-09-13,2026-09-03,AUAU,392,9588300,5323600,14911900,0.5552,1730600,9611300,3570000,3.87,4.97
2026-09-13,2026-09-03,CEAB,229,10231700,4475700,14707400,0.4374,350400,5399400,8957600,8.52,7.92
2026-09-13,2026-09-03,AZZA,472,7580300,7029400,14609700,0.9273,589600,7674800,6345300,17.03,17.03
2026-09-13,2026-09-03,CXSE,462,8877600,5176900,14054500,0.5831,907100,9320500,3826900,16.27,20.52
2026-09-13,2026-09-03,FLRY,173,7313900,6650500,13964400,0.9093,570200,12521100,873100,16.33,16.33
2026-09-13,2026-09-03,ECOR,212,7772300,6157000,13929300,0.7922,254300,5837800,7837200,7.04,5.64
2026-09-13,2026-09-03,ENGI,216,7099100,6756280,13855380,0.9517,23200,6961120,6871060,50.61,50.61
2026-09-13,2026-09-03,GMAT,150,6578900,7250500,13829400,1.1021,698200,11067700,2063500,5.79,3.89
2026-09-13,2026-09-03,DIRR,266,7125900,5756500,12882400,0.8078,522600,8444400,3915400,12.21,11.21
2026-09-13,2026-09-03,SEER,68,5994300,6185800,12180100,1.0319,186900,11418700,574500,12.56,12.56
2026-09-13,2026-09-03,CMIN,193,7599800,3880500,11480300,0.5106,1454100,7278600,2747600,6.51,5.61
2026-09-13,2026-09-03,VIVT,278,4184300,6632900,10817200,1.5852,132800,4168300,6516100,31.1,29.6
2026-09-13,2026-09-03,HYPE,315,5642600,4719600,10362200,0.8364,539800,7726800,2095600,23.57,23.57
2026-09-13,2026-09-03,PCAR,47,8625000,1602200,10227200,0.1858,1592200,7779600,855400,3.25,3.0
2026-09-13,2026-09-03,SMFT,180,7170600,2954500,10125100,0.412,120800,4668500,5335800,17.82,16.07
2026-09-13,2026-09-03,YDUQ,223,4639300,4872900,9512200,1.0504,143200,3828500,5540500,9.66,8.46
2026-09-13,2026-09-03,SANB,259,4057000,5086200,9143200,1.2537,874100,4464200,3804900,34.12,22.62
2026-09-13,2026-09-03,JHSF,189,5420500,3485400,8905900,0.643,551200,5039300,3315400,12.02,9.77
2026-09-13,2026-09-03,TOTS,306,4321300,4498100,8819400,1.0409,59200,4060600,4699600,37.18,32.18
2026-09-13,2026-09-03,IGTI,191,3987500,4782300,8769800,1.1993,47800,7365600,1356400,36.79,25.29
2026-09-13,2026-09-03,GOLD,24,2684266,5629381,8313647,2.0972,33200,7269850,1010597,22.0,25.0
2026-09-13,2026-09-03,LWSA,147,6785800,1160500,7946300,0.171,1736000,3785100,2425200,4.46,4.26
2026-09-13,2026-09-03,IRBR,362,4644900,3260200,7905100,0.7019,849700,2869100,4186300,59.61,38.61
2026-09-13,2026-09-03,QUAL,190,3165700,3892600,7058300,1.2296,516800,5691300,850200,0.23,1.48
2026-09-13,2026-09-03,BHIA,165,3012100,3748800,6760900,1.2446,276000,4834900,1650000,1.0,0.5
2026-09-13,2026-09-03,SIMH,278,2786577,3909868,6696445,1.4031,519250,3810526,2366669,12.36,10.1
2026-09-13,2026-09-03,ISAE,324,3564700,2967200,6531900,0.8324,853800,3005600,2672500,27.54,25.79
2026-09-13,2026-09-03,TIMS,250,2480600,3605800,6086400,1.4536,182100,3692100,2212200,20.35,20.35
2026-09-13,2026-09-03,ORVR,16,3298100,2639500,5937600,0.8003,77400,4113800,1746400,20.0,16.75
2026-09-13,2026-09-03,MILS,20,2023500,3878500,5902000,1.9167,106400,1925200,3870400,15.0,11.0
2026-09-13,2026-09-03,SBFG,132,2521000,3092800,5613800,1.2268,68700,5116500,428600,9.91,9.91
2026-09-13,2026-09-03,TEND,169,2564100,2897600,5461700,1.1301,318800,1933600,3209300,35.62,29.62
2026-09-13,2026-09-03,CURY,204,2531200,2714500,5245700,1.0724,70000,2357700,2818000,30.37,28.12
2026-09-13,2026-09-03,RAPT,193,2722300,2156500,4878800,0.7922,163800,3739100,975900,5.55,4.35
2026-09-13,2026-09-03,ANIM,121,2000000,2439000,4439000,1.2195,643600,2831300,964100,2.47,2.57
2026-09-13,2026-09-03,PSSA,266,2712700,1536500,4249200,0.5664,142400,2463000,1643800,50.45,51.45
2026-09-13,2026-09-03,BRSR,116,2954200,1288600,4242800,0.4362,595000,2544200,1103600,15.99,13.49
2026-09-13,2026-09-03,CBAV,11,2130900,2011300,4142200,0.9439,58500,4078200,5500,11.96,11.96
2026-09-13,2026-09-03,EZTC,211,1844871,2165586,4010457,1.1738,314010,2823311,873136,17.59,17.59
2026-09-13,2026-09-03,HBOR,46,1947200,1926400,3873600,0.9893,250200,3518700,104700,4.27,4.27
2026-09-13,2026-09-03,XPBR,217,2120380,1515160,3635540,0.7146,348550,2386660,900330,90.55,90.55
2026-09-13,2026-09-03,POSI,131,2622000,776400,3398400,0.2961,266600,2554100,577700,3.35,3.82
2026-09-13,2026-09-03,CPFE,233,1466200,1835700,3301900,1.252,91100,2344500,866300,46.98,46.98
2026-09-13,2026-09-03,VIVA,196,1499100,1739100,3238200,1.1601,243300,1550100,1444800,24.14,20.64
2026-09-13,2026-09-03,RECV,112,1831700,1363100,3194800,0.7442,253500,2022500,918800,11.65,10.4
2026-09-13,2026-09-03,SAPR,266,1354600,1815800,3170400,1.3405,215300,1386500,1568600,39.4,37.08
2026-09-13,2026-09-03,SMTO,141,1598100,1533700,3131800,0.9597,200600,2185000,746200,21.39,14.39
2026-09-13,2026-09-03,LJQQ,77,1996900,1103100,3100000,0.5524,358900,2579200,161900,2.0,5.4
2026-09-13,2026-09-03,SLCE,153,1197506,1582650,2780156,1.3216,262501,1696527,821128,16.5,14.25
2026-09-13,2026-09-03,TTEN,96,1634300,908700,2543000,0.556,116600,1942800,483600,22.13,12.63
2026-09-13,2026-09-03,CASH,27,1476700,842100,2318800,0.5703,570100,1381000,367700,10.0,3.3
2026-09-13,2026-09-03,AURA,72,889270,1101720,1990990,1.2389,106010,1307300,577680,202.51,101.51
2026-09-13,2026-09-03,PNVL,62,1758500,84300,1842800,0.0479,1354200,433100,55500,18.9,10.99
2026-09-13,2026-09-03,INTB,121,1231100,552900,1784000,0.4491,53500,1151300,579200,21.31,11.81
2026-09-13,2026-09-03,GRND,96,1173700,564900,1738600,0.4813,354100,1198800,185700,5.74,4.14
2026-09-13,2026-09-03,AURE,94,1033500,695800,1729300,0.6732,221200,1447700,60400,11.19,9.94
2026-09-13,2026-09-03,PLPL,62,221500,1477800,1699300,6.6718,23900,1653100,22300,7.71,6.71
2026-09-13,2026-09-03,VULC,85,998100,640300,1638400,0.6415,148800,1158700,330900,21.5,13.25
2026-09-13,2026-09-03,INBR,72,770530,730650,1501180,0.9482,43010,1155730,302440,27.95,24.95
2026-09-13,2026-09-03,TUPY,125,888500,565100,1453600,0.636,122600,972100,358900,22.0,15.5
2026-09-13,2026-09-03,JBSS,157,721180,682620,1403800,0.9465,292510,926170,185120,56.34,86.84
2026-09-13,2026-09-03,BMGB,83,943000,447800,1390800,0.4749,544900,624400,221500,5.56,4.86
2026-09-13,2026-09-03,RANI,73,757000,497000,1254000,0.6565,274900,536200,442900,8.23,6.93
2026-09-13,2026-09-03,RIAA,128,618300,569000,1187300,0.9203,85800,468900,632600,13.75,8.3
2026-09-13,2026-09-03,MDIA,82,441800,733200,1175000,1.6596,49200,765300,360500,18.45,16.95
2026-09-13,2026-09-03,KEPL,57,797400,370100,1167500,0.4641,27000,1090200,50300,9.18,6.98
2026-09-13,2026-09-03,SAUD,83,702600,449200,1151800,0.6393,317000,613400,221400,13.0,14.5
2026-09-13,2026-09-03,UNIP,90,691100,445000,1136100,0.6439,340700,687300,108100,51.52,65.02
2026-09-13,2026-09-03,WIZC,61,959100,158100,1117200,0.1648,278100,706800,132300,11.37,7.92
2026-09-13,2026-09-03,PGMN,29,668800,360200,1029000,0.5386,99500,678600,250900,3.8,4.12
2026-09-13,2026-09-03,MYPK,81,470000,545000,1015000,1.1596,199600,581000,234400,12.55,12.3
2026-09-13,2026-09-03,NVDC,80,433640,581020,1014660,1.3399,149660,523200,341800,22.48,24.98
2026-09-13,2026-09-03,ALPA,127,625100,328800,953900,0.526,38000,548400,367500,14.54,14.29
2026-09-13,2026-09-03,DXCO,84,307570,635653,943223,2.0667,82659,648851,211713,5.75,5.75
2026-09-13,2026-09-03,MDNE,33,312900,606500,919400,1.9383,300,412100,507000,28.84,25.34
2026-09-13,2026-09-03,MELI,78,457310,413970,871280,0.9052,62640,350380,458260,85.0,83.0
2026-09-13,2026-09-03,AMAR,43,511200,308400,819600,0.6033,124500,553200,141900,0.7,0.5
2026-09-13,2026-09-03,SOJA,32,301807,285023,586830,0.9444,177397,400333,9100,9.3,9.3
2026-09-13,2026-09-03,ABCB,88,333200,252000,585200,0.7563,126400,363500,95300,35.4,23.4
2026-09-13,2026-09-03,IVVB,66,57487,484892,542379,8.4348,4206,510899,27274,463.0,403.0
2026-09-13,2026-09-03,AMBP,6,512500,1100,513600,0.0021,188900,323600,1100,4.0,5.0
2026-09-13,2026-09-03,ROMI,62,357100,132200,489300,0.3702,66400,360400,62500,6.55,5.55
2026-09-13,2026-09-03,LEVE,86,361200,126800,488000,0.3511,123400,230300,134300,33.35,32.35
2026-09-13,2026-09-03,FESA,49,245500,204900,450400,0.8346,93500,319700,37200,7.38,5.58
2026-09-13,2026-09-03,JALL,29,334400,115900,450300,0.3466,141000,293900,15400,4.99,2.99
2026-09-13,2026-09-03,ALUP,80,241100,203800,444900,0.8453,30400,230400,184100,35.23,31.48
2026-09-13,2026-09-03,MLAS,8,443800,0,443800,0.0,437200,6600,0,2.05,0.0
2026-09-13,2026-09-03,TRIS,39,204131,217120,421251,1.0636,129481,210890,80880,4.65,5.06
2026-09-13,2026-09-03,BOVX,5,167700,167801,335501,1.0006,0,101,335400,10.0,10.0
2026-09-13,2026-09-03,MEAL,8,3100,313800,316900,101.2258,400,316400,100,2.8,2.8
2026-09-13,2026-09-03,ARML,25,21000,293300,314300,13.9667,6100,307200,1000,3.83,6.63
2026-09-13,2026-09-03,AMZO,15,198290,96820,295110,0.4883,1890,211820,81400,64.0,64.0
2026-09-13,2026-09-03,VLID,63,145800,138700,284500,0.9513,80100,129100,75300,20.52,17.02
2026-09-13,2026-09-03,TASA,24,243700,20600,264300,0.0845,55400,204700,4200,7.09,7.09
2026-09-13,2026-09-03,GOGL,49,181110,74240,255350,0.4099,23180,184550,47620,97.05,157.55
2026-09-13,2026-09-03,HASH,151,86858,153766,240624,1.7703,26705,87927,125992,43.5,36.5
2026-09-13,2026-09-03,CAML,28,109900,71400,181300,0.6497,96000,73800,11500,5.15,4.55
2026-09-13,2026-09-03,BLAU,28,55550,116900,172450,2.1044,38610,130040,3800,9.37,10.82
2026-09-13,2026-09-03,GGPS,28,104800,63300,168100,0.604,97000,69400,1700,23.16,18.66
2026-09-13,2026-09-03,VVEO,9,132700,18100,150800,0.1364,122400,27400,1000,2.0,10.0
2026-09-13,2026-09-03,M1TA,19,84860,63300,148160,0.7459,6230,133930,8000,108.59,108.59
2026-09-13,2026-09-03,MTRE,16,67700,72900,140600,1.0768,54300,84500,1800,3.86,3.97
2026-09-13,2026-09-03,BMOB,28,111700,23000,134700,0.2059,21800,90700,22200,24.67,21.67
2026-09-13,2026-09-03,SPCX,72,74150,47670,121820,0.6429,16960,76480,28380,53.0,42.0
2026-09-13,2026-09-03,AGRO,27,61700,59200,120900,0.9595,26900,85800,8200,23.0,21.0
2026-09-13,2026-09-03,EVEN,28,25900,80600,106500,3.112,20600,81100,4800,5.08,6.08
2026-09-13,2026-09-03,MSFT,13,55350,48730,104080,0.8804,3550,99780,750,83.05,83.05
2026-09-13,2026-09-03,GFSA,39,59451,27660,87111,0.4653,35450,46841,4820,0.99,0.74
2026-09-13,2026-09-03,NASD,8,26850,59930,86780,2.232,3571,76209,7000,23.0,21.25
2026-09-13,2026-09-03,TSLA,37,51950,31350,83300,0.6035,15270,43230,24800,65.0,48.0
2026-09-13,2026-09-03,LAVV,26,30900,45000,75900,1.4563,11500,63800,600,10.51,10.01
2026-09-13,2026-09-03,TSMC,8,40200,33800,74000,0.8408,400,61600,12000,275.43,275.43
2026-09-13,2026-09-03,DASA,14,23200,32900,56100,1.4181,5300,40500,10300,3.2,3.2
2026-09-13,2026-09-03,LOGG,28,18000,33000,51000,1.8333,4800,45700,500,27.6,27.09
2026-09-13,2026-09-03,BITH,1,50000,0,50000,0.0,50000,0,0,92.5,0.0
2026-09-13,2026-09-03,COCA,4,15960,22480,38440,1.4085,0,38440,0,77.14,76.14
2026-09-13,2026-09-03,MCDC,2,36670,0,36670,0.0,800,35870,0,68.68,0.0
2026-09-13,2026-09-03,BEEM,3,20200,10100,30300,0.5,0,10100,20200,58.72,56.72
2026-09-13,2026-09-03,ITLC,10,15340,14840,30180,0.9674,13000,5040,12140,88.0,65.0
2026-09-13,2026-09-03,HBSA,5,28000,1500,29500,0.0536,5100,23400,1000,4.26,3.26
2026-09-13,2026-09-03,BERK,3,12260,17000,29260,1.3866,0,29260,0,137.0,131.0
2026-09-13,2026-09-03,NFLX,2,17000,0,17000,0.0,0,600,16400,8.2,0.0
2026-09-13,2026-09-03,AAPL,13,9770,4610,14380,0.4719,3870,3610,6900,78.65,57.95
2026-09-13,2026-09-03,PTBL,4,9400,2300,11700,0.2447,8700,2600,400,3.0,3.0
2026-09-13,2026-09-03,BABA,3,0,4870,4870,0.0,0,4870,0,0.0,70.49
2026-09-13,2026-09-03,SEQL,1,0,3500,3500,0.0,0,3500,0,0.0,0.1
2026-09-13,2026-09-03,AERI,2,3000,200,3200,0.0667,2900,300,0,7.0,1.9
2026-09-13,2026-09-03,A1MD,6,2950,0,2950,0.0,1930,1020,0,340.0,0.0
2026-09-13,2026-09-03,IFCM,5,787,1100,1887,1.3977,7,1880,0,1958.95,1.2
2026-09-13,2026-09-03,PASS,1,0,1000,1000,0.0,0,1000,0,0.0,22.5
2026-09-13,2026-09-03,ENJU,2,600,0,600,0.0,600,0,0,4.8,0.0
2026-09-13,2026-09-03,ESPA,1,260,0,260,0.0,260,0,0,9.6,0.0
2026-09-13,2026-09-04,PETR,2625,486715900,513898000,1000613900,1.0558,25599418,624947798,350066684,36.67,36.67
2026-09-13,2026-09-04,BBAS,1476,459612700,368676700,828289400,0.8021,18308100,520142600,289838700,17.45,17.45
2026-09-13,2026-09-04,BOVA,2045,252623749,310942339,563566088,1.2309,503559,279292792,283769737,176.0,176.0
2026-09-13,2026-09-04,BBDC,1216,198969000,135998200,334967200,0.6835,44415600,177016500,113535100,19.2,19.2
2026-09-13,2026-09-04,ITUB,1335,195885011,134939543,330824554,0.6889,20465532,154453898,155905124,45.11,44.53
2026-09-13,2026-09-04,VALE,1641,165226400,130338500,295564900,0.7888,9792667,158919033,126853200,80.39,78.39
2026-09-13,2026-09-04,CSAN,720,93705400,64007500,157712900,0.6831,5865600,86066200,65781100,4.0,7.3
2026-09-13,2026-09-04,B3SA,732,84183200,68915000,153098200,0.8186,12095900,50497200,90505100,20.21,20.21
2026-09-13,2026-09-04,BEEF,445,83221200,68158100,151379300,0.819,8908300,87327000,55144000,3.87,3.87
2026-09-13,2026-09-04,ITSA,528,85971999,62629040,148601039,0.7285,15485521,109552655,23562863,13.81,13.81
2026-09-13,2026-09-04,IBOV,730,69987813,42651428,112639241,0.6094,0,26616566,86022675,210000.0,155000.0
2026-09-13,2026-09-04,MGLU,855,54576999,53255609,107832608,0.9758,4837992,53033540,49961076,11.05,4.25
2026-09-13,2026-09-04,ABEV,435,64039400,42814400,106853800,0.6686,7510100,60201800,39141900,16.55,16.55
2026-09-13,2026-09-04,COGN,493,51231876,44705655,95937531,0.8726,7953399,54458495,33525637,2.19,2.19
2026-09-13,2026-09-04,MOTV,122,41032500,41472300,82504800,1.0107,15895900,60799300,5809600,16.1,16.1
2026-09-13,2026-09-04,UGPA,284,40011000,37675800,77686800,0.9416,645200,69852800,7188800,27.5,27.5
2026-09-13,2026-09-04,WEGE,888,44640200,29069100,73709300,0.6512,3092900,39224200,31392200,56.94,39.87
2026-09-13,2026-09-04,AXIA,707,38280350,35363390,73643740,0.9238,1477470,44116040,28050230,56.0,56.0
2026-09-13,2026-09-04,SUZB,799,38800100,26744800,65544900,0.6893,2334200,40338600,22872100,53.63,41.88
2026-09-13,2026-09-04,CSNA,582,27514000,36505100,64019100,1.3268,2402500,32415900,29200700,7.45,7.04
2026-09-13,2026-09-04,PRIO,944,36851700,25351300,62203000,0.6879,1575500,26224500,34403000,70.0,59.0
2026-09-13,2026-09-04,GGBR,548,31438900,30023700,61462600,0.955,2624300,40437400,18400900,27.62,25.37
2026-09-13,2026-09-04,BPAC,766,31973316,28864088,60837404,0.9028,2192769,37226922,21417713,50.55,50.55
2026-09-13,2026-09-04,RENT,756,36339800,24279000,60618800,0.6681,5019500,27785400,27813900,40.81,37.63
2026-09-13,2026-09-04,BBSE,721,27348600,31950100,59298700,1.1683,2922000,33029600,23347100,39.77,38.7
2026-09-13,2026-09-04,SBSP,563,30486692,28278794,58765486,0.9276,497530,35702832,22565124,26.68,26.68
2026-09-13,2026-09-04,CPLE,248,16468700,42230700,58699400,2.5643,814000,37918200,19967200,16.55,13.8
2026-09-13,2026-09-04,SMAL,505,34530698,23613852,58144550,0.6839,109387,34859246,23175917,124.0,97.0
2026-09-13,2026-09-04,EQTL,539,30872600,24443100,55315700,0.7917,413000,18280100,36622600,36.99,34.24
2026-09-13,2026-09-04,LREN,537,24488850,25641168,50130018,1.0471,1326800,33309560,15493658,11.92,11.12
2026-09-13,2026-09-04,USIM,663,25182000,23932700,49114700,0.9504,1818700,21512600,25783400,8.6,6.6
2026-09-13,2026-09-04,POMO,296,22867233,25310965,48178198,1.1069,808447,40236198,7133553,4.61,4.61
2026-09-13,2026-09-04,VAMO,300,25004000,22331700,47335700,0.8931,1841700,36295100,9198900,3.86,2.66
2026-09-13,2026-09-04,MRVE,483,21879800,25068000,46947800,1.1457,2079334,27046566,17821900,4.65,4.65
2026-09-13,2026-09-04,VBBR,421,34343529,11415478,45759007,0.3324,717012,27057865,17984130,37.08,34.55
